ID,ZIP,Latitude,Longitude,City,State,County,Zip,Country,Congressional District
1311,48622,43.83502,-84.86697,Farwell,MI,Clare County,48622,US,MI2
1312,75212,32.781246,-96.878831,Dallas,TX,Dallas County,75212,US,TX33
1313,77591,29.399203,-94.997254,Texas City,TX,Galveston County,77591,US,TX14
1314,60647,41.921215,-87.701028,Chicago,IL,Cook County,60647,US,IL3
1315,47807,39.467536,-87.392019,Terre Haute,IN,Vigo County,47807,US,IN8
1316,16373,41.17728,-79.70783,Emlenton,PA,Venango County,16373,US,PA15
1317,37064,35.890746,-86.965691,Franklin,TN,Williamson County,37064,US,TN7
1318,38456,35.339549,-87.307286,Ethridge,TN,Lawrence County,38456,US,TN4
1319,66536,39.256719,-96.128154,Saint Marys,KS,Pottawatomie County,66536,US,KS1
1320,77028,29.825715,-95.286149,Houston,TX,Harris County,77028,US,TX18
1321,32024,30.105451,-82.68778,Lake City,FL,Columbia County,32024,US,FL3
1322,34240,27.364656,-82.318479,Sarasota,FL,Sarasota County,34240,US,FL17
1323,46040,39.894912,-85.792762,Fortville,IN,Hancock County,46040,US,IN6
1324,23824,37.12237,-77.978923,Blackstone,VA,Nottoway County,23824,US,VA5
1325,17876,40.845896,-76.82241,Shamokin Dam,PA,Snyder County,17876,US,PA15
1326,19713,39.665662,-75.719349,Newark,DE,New Castle County,19713,US,DE0
1327,15522,39.95464,-78.574759,Bedford,PA,Bedford County,15522,US,PA13
1328,32218,30.47548,-81.67602,Jacksonville,FL,Duval County,32218,US,FL4
1329,98607,45.656489,-122.399341,Camas,WA,Clark County,98607,US,WA3
1330,28088,35.545428,-80.608038,Landis,NC,Rowan County,28088,US,NC8
1331,44446,41.186106,-80.742459,Niles,OH,Trumbull County,44446,US,OH14
1332,77510,29.403211,-95.073408,Santa Fe,TX,Galveston County,77510,US,TX14
1333,31404,32.051578,-81.049224,Savannah,GA,Chatham County,31404,US,GA1
1334,51026,42.300778,-96.092119,Hornick,IA,Woodbury County,51026,US,IA4
1335,93230,36.220468,-119.71776,Hanford,CA,Kings County,93230,US,CA22
1336,72927,35.19356,-93.930763,Booneville,AR,Logan County,72927,US,AR4
1337,49288,41.743114,-84.447488,Waldron,MI,Hillsdale County,49288,US,MI5
1338,65604,37.311381,-93.578642,Ash Grove,MO,Greene County,65604,US,MO7
1339,29303,34.980316,-81.916778,Spartanburg,SC,Spartanburg County,29303,US,SC4
1340,87035,34.94103,-106.055796,Moriarty,NM,Torrance County,87035,US,NM1
1341,85320,33.94281,-113.17408,Aguila,AZ,Maricopa County,85320,US,AZ9
1342,66061,38.891427,-94.881709,Olathe,KS,Johnson County,66061,US,KS3
1343,70810,30.355342,-91.072118,Baton Rouge,LA,East Baton Rouge Parish,70810,US,LA6
1344,33760,27.90045,-82.715166,Clearwater,FL,Pinellas County,33760,US,FL13
1345,24018,37.250349,-80.05251,Roanoke,VA,Roanoke County,24018,US,VA9
1346,55075,44.890315,-93.049879,South Saint Paul,MN,Dakota County,55075,US,MN2
1347,78516,26.18369,-98.12306,Alamo,TX,Hidalgo County,78516,US,TX34
1348,82009,41.377698,-104.660353,Cheyenne,WY,Laramie County,82009,US,WY0
1349,23851,36.682635,-76.942233,Franklin,VA,Franklin City,23851,US,VA2
1350,17112,40.344295,-76.790248,Harrisburg,PA,Dauphin County,17112,US,PA10
1351,93261,35.805046,-119.131527,Richgrove,CA,Tulare County,93261,US,CA22
1352,1089,42.125793,-72.645334,West Springfield,MA,Hampden County,1089,US,MA1
1353,31721,31.525261,-84.301465,Albany,GA,Dougherty County,31721,US,GA2
1354,73069,35.249662,-97.462408,Norman,OK,Cleveland County,73069,US,OK4
1355,22602,39.150074,-78.268988,Winchester,VA,Frederick County,22602,US,VA6
1356,95667,38.730224,-120.797149,Placerville,CA,El Dorado County,95667,US,CA5
1357,44017,41.370548,-81.861757,Berea,OH,Cuyahoga County,44017,US,OH7
1358,38016,35.181507,-89.760052,Cordova,TN,Shelby County,38016,US,TN9
1359,90044,33.938108,-118.285706,Los Angeles,CA,Los Angeles County,90044,US,CA43
1360,97720,43.554287,-118.874273,Burns,OR,Harney County,97720,US,OR2
1361,44446,41.186106,-80.742459,Niles,OH,Trumbull County,44446,US,OH14
1362,72543,35.453106,-91.98883,Heber Springs,AR,Cleburne County,72543,US,AR2
1363,68110,41.302503,-95.892521,Omaha,NE,Douglas County,68110,US,NE2
1364,77379,30.040876,-95.528919,Spring,TX,Harris County,77379,US,TX38
1365,75972,31.548122,-94.111751,San Augustine,TX,San Augustine County,75972,US,TX1
1366,58503,46.90412,-100.750302,Bismarck,ND,Burleigh County,58503,US,ND0
1367,74848,35.087498,-96.387256,Holdenville,OK,Hughes County,74848,US,OK2
1368,97501,42.265974,-122.900832,Medford,OR,Jackson County,97501,US,OR2
1369,62298,38.327408,-90.155869,Waterloo,IL,Monroe County,62298,US,IL12
1370,67010,37.674347,-96.970128,Augusta,KS,Butler County,67010,US,KS4
1371,34474,29.156461,-82.209486,Ocala,FL,Marion County,34474,US,FL3
1372,1535,42.275382,-72.089338,North Brookfield,MA,Worcester County,1535,US,MA1
1373,76642,31.473823,-96.543147,Groesbeck,TX,Limestone County,76642,US,TX17
1374,97062,45.366608,-122.783887,Tualatin,OR,Washington County,97062,US,OR6
1375,86325,34.735388,-111.927746,Cornville,AZ,Yavapai County,86325,US,AZ2
1376,36420,31.3085,-86.48329,Andalusia,AL,Covington County,36420,US,AL2
1377,32301,30.427753,-84.258472,Tallahassee,FL,Leon County,32301,US,FL2
1378,37406,35.067272,-85.250058,Chattanooga,TN,Hamilton County,37406,US,TN3
1379,61523,40.92226,-89.4862,Chillicothe,IL,Peoria County,61523,US,IL16
1380,61053,42.093181,-89.968127,Mount Carroll,IL,Carroll County,61053,US,IL17
1381,90660,33.985812,-118.088787,Pico Rivera,CA,Los Angeles County,90660,US,CA38
1382,39365,32.643921,-89.111993,Union,MS,Neshoba County,39365,US,MS3
1383,38024,36.036069,-89.438461,Dyersburg,TN,Dyer County,38024,US,TN8
1384,31404,32.051578,-81.049224,Savannah,GA,Chatham County,31404,US,GA1
1385,68059,41.066988,-96.184792,Springfield,NE,Sarpy County,68059,US,NE2
1386,37064,35.890746,-86.965691,Franklin,TN,Williamson County,37064,US,TN7
1387,38382,35.96713,-88.9815,Trenton,TN,Gibson County,38382,US,TN8
1388,57451,45.44442,-99.02928,Ipswich,SD,Edmunds County,57451,US,SD0
1389,65610,37.06755,-93.55214,Billings,MO,Christian County,65610,US,MO7
1390,43457,41.2695,-83.42493,Risingsun,OH,Wood County,43457,US,OH5
1391,50703,42.549802,-92.258493,Waterloo,IA,Black Hawk County,50703,US,IA2
1392,84097,40.297153,-111.670519,Orem,UT,Utah County,84097,US,UT3
1393,53104,42.553518,-88.028986,Bristol,WI,Kenosha County,53104,US,WI1
1394,43160,39.536986,-83.455012,Washington Court House,OH,Fayette County,43160,US,OH15
1395,4779,47.16671,-68.26948,Sinclair,ME,Aroostook County,4779,US,ME2
1396,55006,45.72222,-93.17,Braham,MN,Isanti County,55006,US,MN8
1397,85194,32.877702,-111.658337,Casa Grande,AZ,Pinal County,85194,US,AZ2
1398,42071,36.625349,-88.279562,Murray,KY,Calloway County,42071,US,KY1
1399,72315,35.902592,-89.903372,Blytheville,AR,Mississippi County,72315,US,AR1
1400,80007,39.863369,-105.172429,Arvada,CO,Jefferson County,80007,US,CO7
1401,87402,36.781273,-108.144509,Farmington,NM,San Juan County,87402,US,NM3
1402,47619,38.162899,-87.283955,Lynnville,IN,Warrick County,47619,US,IN8
1403,49684,44.693963,-85.676342,Traverse City,MI,Grand Traverse County,49684,US,MI1
1404,73401,34.156627,-97.179214,Ardmore,OK,Carter County,73401,US,OK4
1405,91710,34.004473,-117.684702,Chino,CA,San Bernardino County,91710,US,CA35
1406,40361,38.217248,-84.213426,Paris,KY,Bourbon County,40361,US,KY6
1407,23974,36.961136,-78.258493,Victoria,VA,Lunenburg County,23974,US,VA5
1408,67042,37.830491,-96.865969,El Dorado,KS,Butler County,67042,US,KS4
1409,72152,34.363527,-91.927642,Sherrill,AR,Jefferson County,72152,US,AR4
1410,64451,40.022472,-95.185611,Forest City,MO,Holt County,64451,US,MO6
1411,4219,44.36635,-70.63978,Bryant Pond,ME,Oxford County,4219,US,ME2
1412,95472,38.407222,-122.869654,Sebastopol,CA,Sonoma County,95472,US,CA2
1413,48324,42.596093,-83.381886,West Bloomfield,MI,Oakland County,48324,US,MI11
1414,17522,40.17982,-76.17884,Ephrata,PA,Lancaster County,17522,US,PA11
1415,71457,31.70988,-93.109141,Natchitoches,LA,Natchitoches Parish,71457,US,LA4
1416,19506,40.43343,-76.11216,Bernville,PA,Berks County,19506,US,PA9
1417,29080,34.049335,-80.043417,Lynchburg,SC,Lee County,29080,US,SC5
1418,87016,34.752146,-106.16066,Estancia,NM,Torrance County,87016,US,NM1
1419,48612,43.88225,-84.48473,Beaverton,MI,Gladwin County,48612,US,MI2
1420,61910,39.725828,-88.305182,Arcola,IL,Douglas County,61910,US,IL15
1421,30052,33.876889,-83.896781,Loganville,GA,Gwinnett County,30052,US,GA10
1422,93015,34.393387,-118.864285,Fillmore,CA,Ventura County,93015,US,CA26
1423,79070,36.408493,-100.687227,Perryton,TX,Ochiltree County,79070,US,TX13
1424,34481,29.128062,-82.297544,Ocala,FL,Marion County,34481,US,FL3
1425,59802,46.903865,-113.919148,Missoula,MT,Missoula County,59802,US,MT1
1426,60185,41.896691,-88.211014,West Chicago,IL,Dupage County,60185,US,IL3
1427,33801,28.035908,-81.899669,Lakeland,FL,Polk County,33801,US,FL18
1428,88353,34.600841,-105.205826,Vaughn,NM,Guadalupe County,88353,US,NM1
1429,4090,43.32203,-70.58089,Wells,ME,York County,4090,US,ME1
1430,60185,41.896691,-88.211014,West Chicago,IL,Dupage County,60185,US,IL3
1431,2852,41.586851,-71.464801,North Kingstown,RI,Washington County,2852,US,RI2
1432,75605,32.582292,-94.725315,Longview,TX,Gregg County,75605,US,TX1
1433,48616,43.18475,-84.11497,Chesaning,MI,Saginaw County,48616,US,MI8
1434,24901,37.844155,-80.538781,Lewisburg,WV,Greenbrier County,24901,US,WV1
1435,49097,42.12005,-85.53278,Vicksburg,MI,Kalamazoo County,49097,US,MI5
1436,75212,32.781246,-96.878831,Dallas,TX,Dallas County,75212,US,TX33
1437,32907,28.017577,-80.659539,Palm Bay,FL,Brevard County,32907,US,FL8
1438,23890,36.973687,-77.12993,Waverly,VA,Sussex County,23890,US,VA4
1439,40361,38.217248,-84.213426,Paris,KY,Bourbon County,40361,US,KY6
1440,8690,40.233577,-74.657602,Trenton,NJ,Mercer County,8690,US,NJ3
1441,84737,37.145366,-113.367458,Hurricane,UT,Washington County,84737,US,UT2
1442,33470,26.726784,-80.320037,Loxahatchee,FL,Palm Beach County,33470,US,FL21
1443,30809,33.551132,-82.143617,Evans,GA,Columbia County,30809,US,GA12
1444,84653,40.011274,-111.599759,Salem,UT,Utah County,84653,US,UT4
1445,34759,28.093664,-81.437229,Kissimmee,FL,Osceola County,34759,US,FL9
1446,74073,36.298452,-95.951622,Sperry,OK,Tulsa County,74073,US,OK3
1447,80535,40.63847,-105.14425,Laporte,CO,Larimer County,80535,US,CO2
1448,72160,34.50037,-91.55263,Stuttgart,AR,Arkansas County,72160,US,AR1
1449,33024,26.029582,-80.248916,Hollywood,FL,Broward County,33024,US,FL25
1450,84701,38.738771,-112.074362,Richfield,UT,Sevier County,84701,US,UT2
1451,47471,39.124289,-86.970755,Worthington,IN,Greene County,47471,US,IN8
1452,49512,42.880192,-85.535214,Grand Rapids,MI,Kent County,49512,US,MI3
1453,98405,47.247871,-122.472793,Tacoma,WA,Pierce County,98405,US,WA6
1454,70542,30.010373,-92.560894,Gueydan,LA,Vermilion Parish,70542,US,LA3
1455,46524,41.27893,-86.04611,Etna Green,IN,Kosciusko County,46524,US,IN2
1456,27048,36.466883,-79.912823,Stoneville,NC,Rockingham County,27048,US,NC6
1457,48743,44.441124,-83.863151,Long Lake,MI,Iosco County,48743,US,MI1
1458,76539,31.08101,-98.00252,Kempner,TX,Lampasas County,76539,US,TX11
1459,65203,38.88248,-92.397824,Columbia,MO,Boone County,65203,US,MO3
1460,36104,32.373788,-86.289182,Montgomery,AL,Montgomery County,36104,US,AL2
1461,7008,40.583203,-74.234839,Carteret,NJ,Middlesex County,7008,US,NJ6
1462,30060,33.938206,-84.540333,Marietta,GA,Cobb County,30060,US,GA11
1463,8053,39.90153,-74.92957,Marlton,NJ,Burlington County,8053,US,NJ3
1464,35121,33.94815,-86.47276,Oneonta,AL,Blount County,35121,US,AL6
1465,46001,40.213154,-85.680698,Alexandria,IN,Madison County,46001,US,IN5
1466,75061,32.825907,-96.966915,Irving,TX,Dallas County,75061,US,TX6
1467,54021,44.74886,-92.80215,Prescott,WI,Pierce County,54021,US,WI3
1468,19707,39.78384,-75.6816,Hockessin,DE,New Castle County,19707,US,DE0
1469,33440,26.630066,-81.090897,Clewiston,FL,Hendry County,33440,US,FL18
1470,7013,40.872898,-74.170138,Clifton,NJ,Passaic County,7013,US,NJ9
1471,81506,39.114829,-108.526808,Grand Junction,CO,Mesa County,81506,US,CO3
1472,27239,35.608108,-80.144554,Denton,NC,Davidson County,27239,US,NC8
1473,20871,39.23872,-77.27943,Clarksburg,MD,Montgomery County,20871,US,MD6
1474,47274,38.944827,-86.010789,Seymour,IN,Jackson County,47274,US,IN9
1475,29689,34.533588,-82.892202,Townville,SC,Anderson County,29689,US,SC3
1476,62671,40.16912,-89.542183,New Holland,IL,Logan County,62671,US,IL15
1477,26137,38.98536,-81.07206,Big Springs,WV,Calhoun County,26137,US,WV1
1478,31639,31.199826,-83.218233,Nashville,GA,Berrien County,31639,US,GA8
1479,93522,36.2688,-117.589,Darwin,CA,Inyo County,93522,US,CA3
1480,57262,45.66468,-97.0498,Sisseton,SD,Roberts County,57262,US,SD0
1481,62673,40.100737,-89.966028,Oakford,IL,Menard County,62673,US,IL15
1482,37681,36.22816,-82.63043,Limestone,TN,Washington County,37681,US,TN1
1483,37075,36.347551,-86.612045,Hendersonville,TN,Sumner County,37075,US,TN6
1484,53821,43.084008,-91.069064,Prairie Du Chien,WI,Crawford County,53821,US,WI3
1485,45449,39.665109,-84.24009,Dayton,OH,Montgomery County,45449,US,OH10
1486,28387,35.218064,-79.394988,Southern Pines,NC,Moore County,28387,US,NC9
1487,93522,36.2688,-117.589,Darwin,CA,Inyo County,93522,US,CA3
1488,68315,40.25222,-97.55726,Belvidere,NE,Thayer County,68315,US,NE3
1489,55082,45.061416,-92.84736,Stillwater,MN,Washington County,55082,US,MN4
1490,2919,41.82744,-71.519879,Johnston,RI,Providence County,2919,US,RI2
1491,81050,37.954619,-103.664437,La Junta,CO,Otero County,81050,US,CO3
1492,55744,47.234577,-93.507034,Grand Rapids,MN,Itasca County,55744,US,MN8
1493,46254,39.849717,-86.271638,Indianapolis,IN,Marion County,46254,US,IN7
1494,26151,38.828582,-81.132151,Mount Zion,WV,Calhoun County,26151,US,WV1
1495,85634,31.92031,-111.87716,Sells,AZ,Pima County,85634,US,AZ7
1496,48743,44.441124,-83.863151,Long Lake,MI,Iosco County,48743,US,MI1
1497,32818,28.594747,-81.496741,Orlando,FL,Orange County,32818,US,FL10
1498,21286,39.414306,-76.576089,Towson,MD,Baltimore County,21286,US,MD2
1499,79229,33.62196,-100.841745,Dickens,TX,Dickens County,79229,US,TX13
1500,46304,41.613626,-87.04613,Chesterton,IN,Porter County,46304,US,IN1
1501,27406,35.991647,-79.759794,Greensboro,NC,Guilford County,27406,US,NC6
1502,56379,45.654829,-94.073533,Sauk Rapids,MN,Benton County,56379,US,MN6
1503,54409,45.160809,-89.093942,Antigo,WI,Langlade County,54409,US,WI7
1504,99402,46.33933,-117.04821,Asotin,WA,Asotin County,99402,US,WA5
1505,37306,35.089483,-86.175941,Belvidere,TN,Franklin County,37306,US,TN4
1506,29429,33.006254,-79.656119,Awendaw,SC,Charleston County,29429,US,SC1
1507,70520,30.31714,-92.04901,Carencro,LA,Lafayette Parish,70520,US,LA3
1508,27292,35.801894,-80.210762,Lexington,NC,Davidson County,27292,US,NC8
1509,88353,34.600841,-105.205826,Vaughn,NM,Guadalupe County,88353,US,NM1
1510,46072,40.311418,-86.063107,Tipton,IN,Tipton County,46072,US,IN5
1511,80005,39.85108,-105.130234,Arvada,CO,Jefferson County,80005,US,CO7
1512,53549,42.993502,-88.759793,Jefferson,WI,Jefferson County,53549,US,WI5
1513,58568,46.04139,-100.92513,Selfridge,ND,Sioux County,58568,US,ND0
1514,60563,41.782455,-88.149884,Naperville,IL,Dupage County,60563,US,IL11
1515,77506,29.714385,-95.200011,Pasadena,TX,Harris County,77506,US,TX29
1516,55765,47.116076,-92.803506,Meadowlands,MN,St. Louis County,55765,US,MN8
1517,46938,40.47976,-85.62775,Jonesboro,IN,Grant County,46938,US,IN5
1518,24586,36.6136,-79.276568,Ringgold,VA,Pittsylvania County,24586,US,VA5
1519,80113,39.644445,-104.965111,Englewood,CO,Arapahoe County,80113,US,CO6
1520,42754,37.460336,-86.324894,Leitchfield,KY,Grayson County,42754,US,KY2
1521,72021,34.883421,-91.194574,Brinkley,AR,Monroe County,72021,US,AR1
1522,61048,42.386301,-89.816756,Lena,IL,Stephenson County,61048,US,IL16
1523,77803,30.677338,-96.395088,Bryan,TX,Brazos County,77803,US,TX17
1524,95050,37.351158,-121.952295,Santa Clara,CA,Santa Clara County,95050,US,CA17
1525,19033,39.890962,-75.327282,Folsom,PA,Delaware County,19033,US,PA5
1526,29588,33.671137,-79.02427,Myrtle Beach,SC,Horry County,29588,US,SC7
1527,58503,46.90412,-100.750302,Bismarck,ND,Burleigh County,58503,US,ND0
1528,45005,39.55895,-84.30411,Franklin,OH,Warren County,45005,US,OH1
1529,89060,36.49162,-116.16754,Pahrump,NV,Nye County,89060,US,NV4
1530,53105,42.692103,-88.228793,Burlington,WI,Racine County,53105,US,WI1
1531,77085,29.620736,-95.48615,Houston,TX,Harris County,77085,US,TX9
1532,74848,35.087498,-96.387256,Holdenville,OK,Hughes County,74848,US,OK2
1533,49274,41.846897,-84.728441,Reading,MI,Hillsdale County,49274,US,MI5
1534,28387,35.218064,-79.394988,Southern Pines,NC,Moore County,28387,US,NC9
1535,80535,40.63847,-105.14425,Laporte,CO,Larimer County,80535,US,CO2
1536,24018,37.250349,-80.05251,Roanoke,VA,Roanoke County,24018,US,VA9
1537,68632,41.220715,-97.157229,David City,NE,Butler County,68632,US,NE1
1538,36703,32.467164,-86.959844,Selma,AL,Dallas County,36703,US,AL7
1539,80524,40.647612,-105.029257,Fort Collins,CO,Larimer County,80524,US,CO2
1540,92301,34.58277,-117.40922,Adelanto,CA,San Bernardino County,92301,US,CA23
1541,6483,41.39676,-73.07594,Seymour,CT,Naugatuck Valley Planning Region,6483,US,CT3
1542,49684,44.693963,-85.676342,Traverse City,MI,Grand Traverse County,49684,US,MI1
1543,62664,40.226923,-89.731758,Mason City,IL,Mason County,62664,US,IL15
1544,33330,26.066316,-80.333872,Fort Lauderdale,FL,Broward County,33330,US,FL25
1545,89436,39.604161,-119.689298,Sparks,NV,Washoe County,89436,US,NV2
1546,40361,38.217248,-84.213426,Paris,KY,Bourbon County,40361,US,KY6
1547,43146,39.80284,-83.15186,Orient,OH,Pickaway County,43146,US,OH2
1548,78248,29.590028,-98.525262,San Antonio,TX,Bexar County,78248,US,TX23
1549,85383,33.802087,-112.247703,Phoenix,AZ,Maricopa County,85383,US,AZ8
1550,93722,36.799361,-119.874794,Fresno,CA,Fresno County,93722,US,CA21
1551,53959,43.533502,-89.999636,Reedsburg,WI,Sauk County,53959,US,WI2
1552,68110,41.302503,-95.892521,Omaha,NE,Douglas County,68110,US,NE2
1553,34602,28.509319,-82.295675,Brooksville,FL,Hernando County,34602,US,FL12
1554,48813,42.574191,-84.838452,Charlotte,MI,Eaton County,48813,US,MI7
1555,76207,33.238378,-97.203975,Denton,TX,Denton County,76207,US,TX13
1556,80030,39.830822,-105.03747,Westminster,CO,Adams County,80030,US,CO8
1557,46947,40.77927,-86.375168,Logansport,IN,Cass County,46947,US,IN4
1558,58579,47.1586,-100.78347,Wilton,ND,McLean County,58579,US,ND0
1559,75561,33.46623,-94.28853,Hooks,TX,Bowie County,75561,US,TX1
1560,55926,43.71885,-92.70463,Dexter,MN,Mower County,55926,US,MN1
1561,61777,40.223337,-88.943985,Wapella,IL,De Witt County,61777,US,IL15
1562,38017,35.080992,-89.699083,Collierville,TN,Shelby County,38017,US,TN8
1563,98022,47.234107,-121.903936,Enumclaw,WA,King County,98022,US,WA8
1564,8302,39.3762,-75.1617,Bridgeton,NJ,Cumberland County,8302,US,NJ2
1565,20898,39.143979,-77.207617,Gaithersburg,MD,Montgomery County,20898,US,MD6
1566,80602,39.964431,-104.911602,Thornton,CO,Adams County,80602,US,CO8
1567,32937,28.17612,-80.59005,Satellite Beach,FL,Brevard County,32937,US,FL8
1568,48312,42.566338,-83.028532,Sterling Heights,MI,Macomb County,48312,US,MI10
1569,12446,41.77966,-74.29546,Kerhonkson,NY,Ulster County,12446,US,NY18
1570,68526,40.743346,-96.582442,Lincoln,NE,Lancaster County,68526,US,NE1
1571,2852,41.586851,-71.464801,North Kingstown,RI,Washington County,2852,US,RI2
1572,55723,47.877563,-92.768568,Cook,MN,St. Louis County,55723,US,MN8
1573,76230,33.530011,-97.856849,Bowie,TX,Montague County,76230,US,TX13
1574,57730,43.657304,-103.425807,Custer,SD,Custer County,57730,US,SD0
1575,75931,31.15269,-93.99352,Brookeland,TX,Sabine County,75931,US,TX36
1576,31047,32.49598,-83.60768,Kathleen,GA,Houston County,31047,US,GA8
1577,12025,43.082793,-74.160753,Broadalbin,NY,Fulton County,12025,US,NY21
1578,10577,41.04093,-73.71457,Purchase,NY,Westchester County,10577,US,NY16
1579,88061,32.853738,-108.330764,Silver City,NM,Grant County,88061,US,NM2
1580,54822,45.40857,-91.74406,Cameron,WI,Barron County,54822,US,WI7
1581,32301,30.427753,-84.258472,Tallahassee,FL,Leon County,32301,US,FL2
1582,64451,40.022472,-95.185611,Forest City,MO,Holt County,64451,US,MO6
1583,90660,33.985812,-118.088787,Pico Rivera,CA,Los Angeles County,90660,US,CA38
1584,29307,34.982716,-81.831555,Spartanburg,SC,Spartanburg County,29307,US,SC4
1585,23464,36.799473,-76.178375,Virginia Beach,VA,Virginia Beach City,23464,US,VA2
1586,1226,42.481119,-73.135073,Dalton,MA,Berkshire County,1226,US,MA1
1587,26137,38.98536,-81.07206,Big Springs,WV,Calhoun County,26137,US,WV1
1588,5641,44.19701,-72.50205,Barre,VT,Washington County,5641,US,VT0
1589,98403,47.265371,-122.457087,Tacoma,WA,Pierce County,98403,US,WA6
1590,81050,37.954619,-103.664437,La Junta,CO,Otero County,81050,US,CO3
1591,59044,45.66912,-108.77153,Laurel,MT,Yellowstone County,59044,US,MT2
1592,72072,34.54148,-91.75708,Humnoke,AR,Lonoke County,72072,US,AR1
1593,87412,36.72417,-107.82534,Blanco,NM,San Juan County,87412,US,NM3
1594,92036,33.07347,-116.58901,Julian,CA,San Diego County,92036,US,CA48
1595,78626,30.668034,-97.574706,Georgetown,TX,Williamson County,78626,US,TX31
1596,58545,47.29445,-101.62266,Hazen,ND,Mercer County,58545,US,ND0
1597,47371,40.431634,-84.983015,Portland,IN,Jay County,47371,US,IN3
1598,34984,27.251266,-80.345407,Port Saint Lucie,FL,St. Lucie County,34984,US,FL21
1599,36742,32.52418,-87.672092,Gallion,AL,Hale County,36742,US,AL7
1600,36775,32.175085,-86.979629,Sardis,AL,Dallas County,36775,US,AL7
1601,34240,27.364656,-82.318479,Sarasota,FL,Sarasota County,34240,US,FL17
1602,55811,46.814712,-92.199825,Duluth,MN,St. Louis County,55811,US,MN8
1603,73122,35.520484,-97.61344,Oklahoma City,OK,Oklahoma County,73122,US,OK5
1604,98346,47.834483,-122.547078,Kingston,WA,Kitsap County,98346,US,WA6
1605,57330,43.290614,-98.178372,Delmont,SD,Douglas County,57330,US,SD0
1606,88353,34.600841,-105.205826,Vaughn,NM,Guadalupe County,88353,US,NM1
1607,39338,32.109313,-89.187423,Louin,MS,Jasper County,39338,US,MS3
1608,55901,44.075285,-92.516916,Rochester,MN,Olmsted County,55901,US,MN1
1609,48317,42.641276,-83.05043,Utica,MI,Macomb County,48317,US,MI10
1610,89060,36.49162,-116.16754,Pahrump,NV,Nye County,89060,US,NV4
1611,76086,32.780766,-97.806778,Weatherford,TX,Parker County,76086,US,TX12
1612,67010,37.674347,-96.970128,Augusta,KS,Butler County,67010,US,KS4
1613,46072,40.311418,-86.063107,Tipton,IN,Tipton County,46072,US,IN5
1614,40370,38.383618,-84.553016,Sadieville,KY,Scott County,40370,US,KY6
1615,89040,36.570259,-114.473191,Overton,NV,Clark County,89040,US,NV4
1616,45248,39.165158,-84.662509,Cincinnati,OH,Hamilton County,45248,US,OH8
1617,54021,44.74886,-92.80215,Prescott,WI,Pierce County,54021,US,WI3
1618,25304,38.305728,-81.595903,Charleston,WV,Kanawha County,25304,US,WV1
1619,35404,33.182563,-87.482744,Tuscaloosa,AL,Tuscaloosa County,35404,US,AL7
1620,24263,36.6885,-83.114212,Jonesville,VA,Lee County,24263,US,VA9
1621,32438,30.47881,-85.41965,Fountain,FL,Bay County,32438,US,FL2
1622,29646,34.114209,-82.128301,Greenwood,SC,Greenwood County,29646,US,SC3
1623,33578,27.8622,-82.350044,Riverview,FL,Hillsborough County,33578,US,FL16
1624,37097,35.786732,-87.787992,Lobelville,TN,Perry County,37097,US,TN7
1625,68376,40.167245,-95.945731,Humboldt,NE,Richardson County,68376,US,NE3
1626,86301,34.591349,-112.426312,Prescott,AZ,Yavapai County,86301,US,AZ2
1627,53952,43.78137,-89.57262,Oxford,WI,Marquette County,53952,US,WI6
1628,78626,30.668034,-97.574706,Georgetown,TX,Williamson County,78626,US,TX31
1629,96093,40.704907,-122.956559,Weaverville,CA,Trinity County,96093,US,CA2
1630,86047,35.02419,-110.69736,Winslow,AZ,Navajo County,86047,US,AZ2
1631,19702,39.614737,-75.701277,Newark,DE,New Castle County,19702,US,DE0
1632,77422,28.995948,-95.520413,Brazoria,TX,Brazoria County,77422,US,TX14
1633,13619,43.97812,-75.60936,Carthage,NY,Jefferson County,13619,US,NY21
1634,30153,33.993766,-85.091511,Rockmart,GA,Polk County,30153,US,GA14
1635,14092,43.170805,-78.989515,Lewiston,NY,Niagara County,14092,US,NY26
1636,8823,40.440604,-74.560249,Franklin Park,NJ,Somerset County,8823,US,NJ12
1637,49953,46.73807,-89.334696,Ontonagon,MI,Ontonagon County,49953,US,MI1
1638,70341,30.03307,-91.077279,Belle Rose,LA,Assumption Parish,70341,US,LA2
1639,24073,37.118759,-80.41787,Christiansburg,VA,Montgomery County,24073,US,VA9
1640,31738,30.976287,-83.871284,Coolidge,GA,Thomas County,31738,US,GA2
1641,33897,28.284873,-81.688866,Davenport,FL,Polk County,33897,US,FL11
1642,18088,40.75426,-75.5988,Walnutport,PA,Northampton County,18088,US,PA7
1643,48743,44.441124,-83.863151,Long Lake,MI,Iosco County,48743,US,MI1
1644,91950,32.671194,-117.084353,National City,CA,San Diego County,91950,US,CA52
1645,87455,36.330433,-108.654475,Newcomb,NM,San Juan County,87455,US,NM3
1646,89101,36.17372,-115.10647,Las Vegas,NV,Clark County,89101,US,NV1
1647,68769,42.35378,-97.788065,Plainview,NE,Pierce County,68769,US,NE3
1648,57334,43.54776,-97.98813,Ethan,SD,Davison County,57334,US,SD0
1649,45431,39.764189,-84.076154,Dayton,OH,Greene County,45431,US,OH10
1650,33018,25.909809,-80.388874,Hialeah,FL,Miami-Dade County,33018,US,FL26
